eco_num,name,moves,FEN
E12,Queen's Indian defence,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6,rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4
E12,Queen's Indian: Miles variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. c1-f4,rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP1B2/5N2/PP2PPPP/RN1QKB1R b KQkq - 1 4
E12,Queen's Indian: Petrosian system,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. a2-a3,rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/P4N2/1P2PPPP/RNBQKB1R b KQkq - 0 4
E12,Queen's Indian: 4.Nc3,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. b1-c3,rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 4
E12,"Queen's Indian: 4.Nc3, Botvinnik variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. b1-c3 c8-b7 5. c1-g5 h7-h6 6. g5-h4 g7-g5 7. h4-g3 f6-h5,rn1qkb1r/pbpp1p2/1p2p2p/6pn/2PP4/2N2NB1/PP2PPPP/R2QKB1R w KQkq - 2 8
E13,"Queen's Indian: 4.Nc3, main line",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. b1-c3 c8-b7 5. c1-g5 h7-h6 6. g5-h4 f8-b4,rn1qk2r/pbpp1pp1/1p2pn1p/8/1bPP3B/2N2N2/PP2PPPP/R2QKB1R w KQkq - 2 7
E14,Queen's Indian: 4.e3,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. e2-e3,rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 4
E14,Queen's Indian: Averbakh variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. e2-e3 c8-b7 5. f1-d3 c7-c5 6. 0--0 f8-e7 7. b2-b3 0--0 8. c1-b2 c5-d4 9. f3-d4,rn1q1rk1/pb1pbppp/1p2pn2/8/2PN4/1P1BP3/PB3PPP/RN1Q1RK1 b - - 0 9
E15,Queen's Indian: 4.g3,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3,rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R b KQkq - 0 4
E15,Queen's Indian: Nimzovich variation (exaggerated fianchetto),1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-a6,rn1qkb1r/p1pp1ppp/bp2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 1 5
E15,Queen's Indian: 4.g3 Bb7,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-b7,rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 1 5
E15,Queen's Indian: Rubinstein variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-b7 5. f1-g2 c7-c5 6. d4-d5 e6-d5 7. f3-h4,rn1qkb1r/pb1p1ppp/1p3n2/2pp4/2P4N/6P1/PP2PPBP/RNBQK2R b KQkq - 1 7
E15,Queen's Indian: Buerger variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-b7 5. f1-g2 c7-c5 6. d4-d5 e6-d5 7. f3-g5,rn1qkb1r/pb1p1ppp/1p3n2/2pp2N1/2P5/6P1/PP2PPBP/RNBQK2R b KQkq - 1 7
E15,Queen's Indian: 4.g3,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3,rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R b KQkq - 0 4
E15,Queen's Indian: Nimzovich variation (exaggerated fianchetto),1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-a6,rn1qkb1r/p1pp1ppp/bp2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 1 5
E15,Queen's Indian: 4.g3 Bb7,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-b7,rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 1 5
E15,Queen's Indian: Rubinstein variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-b7 5. f1-g2 c7-c5 6. d4-d5 e6-d5 7. f3-h4,rn1qkb1r/pb1p1ppp/1p3n2/2pp4/2P4N/6P1/PP2PPBP/RNBQK2R b KQkq - 1 7
E15,Queen's Indian: Buerger variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-b7 5. f1-g2 c7-c5 6. d4-d5 e6-d5 7. f3-g5,rn1qkb1r/pb1p1ppp/1p3n2/2pp2N1/2P5/6P1/PP2PPBP/RNBQK2R b KQkq - 1 7
E16,Queen's Indian: Capablanca variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-b7 5. f1-g2 f8-b4,rn1qk2r/pbpp1ppp/1p2pn2/8/1bPP4/5NP1/PP2PPBP/RNBQK2R w KQkq - 3 6
E16,Queen's Indian: Yates variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-b7 5. f1-g2 f8-b4 6. c1-d2 a7-a5,rn1qk2r/1bpp1ppp/1p2pn2/p7/1bPP4/5NP1/PP1BPPBP/RN1QK2R w KQkq - 0 7
E16,Queen's Indian: Riumin variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-b7 5. f1-g2 f8-b4 6. c1-d2 b4-e7,rn1qk2r/pbppbppp/1p2pn2/8/2PP4/5NP1/PP1BPPBP/RN1QK2R w KQkq - 5 7
E16,Queen's Indian: Capablanca variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-b7 5. f1-g2 f8-b4,rn1qk2r/pbpp1ppp/1p2pn2/8/1bPP4/5NP1/PP2PPBP/RNBQK2R w KQkq - 3 6
E16,Queen's Indian: Yates variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-b7 5. f1-g2 f8-b4 6. c1-d2 a7-a5,rn1qk2r/1bpp1ppp/1p2pn2/p7/1bPP4/5NP1/PP1BPPBP/RN1QK2R w KQkq - 0 7
E16,Queen's Indian: Riumin variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-b7 5. f1-g2 f8-b4 6. c1-d2 b4-e7,rn1qk2r/pbppbppp/1p2pn2/8/2PP4/5NP1/PP1BPPBP/RN1QK2R w KQkq - 5 7
E17,Queen's Indian: 5.Bg2 Be7,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-b7 5. f1-g2 f8-e7,rn1qk2r/pbppbppp/1p2pn2/8/2PP4/5NP1/PP2PPBP/RNBQK2R w KQkq - 3 6
E17,Queen's Indian: anti-Queen's Indian system,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-b7 5. f1-g2 f8-e7 6. b1-c3,rn1qk2r/pbppbppp/1p2pn2/8/2PP4/2N2NP1/PP2PPBP/R1BQK2R b KQkq - 4 6
E17,Queen's Indian: Opovcensky variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-b7 5. f1-g2 f8-e7 6. b1-c3 f6-e4 7. c1-d2,rn1qk2r/pbppbppp/1p2p3/8/2PPn3/2N2NP1/PP1BPPBP/R2QK2R b KQkq - 6 7
E17,"Queen's Indian: old main line, 6.O-O",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-b7 5. f1-g2 f8-e7 6. 0--0,rn1qk2r/pbppbppp/1p2pn2/8/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b kq - 4 6
E17,Queen's Indian: Euwe variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-b7 5. f1-g2 f8-e7 6. 0--0 0--0 7. b2-b3,rn1q1rk1/pbppbppp/1p2pn2/8/2PP4/1P3NP1/P3PPBP/RNBQ1RK1 b - - 0 7
E18,"Queen's Indian: old main line, 7.Nc3",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-b7 5. f1-g2 f8-e7 6. 0--0 0--0 7. b1-c3,rn1q1rk1/pbppbppp/1p2pn2/8/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 6 7
E19,"Queen's Indian: old main line, 9.Qxc3",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. g1-f3 b7-b6 4. g2-g3 c8-b7 5. f1-g2 f8-e7 6. 0--0 0--0 7. b1-c3 f6-e4 8. d1-c2 e4-c3 9. c2-c3,rn1q1rk1/pbppbppp/1p2p3/8/2PP4/2Q2NP1/PP2PPBP/R1B2RK1 b - - 0 9
E20,Nimzo-Indian defence,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4
E20,Nimzo-Indian: Kmoch variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. f2-f3,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N2P2/PP2P1PP/R1BQKBNR b KQkq - 0 4
E20,Nimzo-Indian: Mikenas attack,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. d1-d3,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2NQ4/PP2PPPP/R1B1KBNR b KQkq - 3 4
E20,Nimzo-Indian: Romanishin-Kasparov (Steiner) system,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. g2-g3,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N3P1/PP2PP1P/R1BQKBNR b KQkq - 0 4
E21,Nimzo-Indian: three knights variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. g1-f3,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 3 4
E21,"Nimzo-Indian: three knights, Korchnoi variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. g1-f3 c7-c5 5. d4-d5,rnbqk2r/pp1p1ppp/4pn2/2pP4/1bP5/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 5
E21,"Nimzo-Indian: three knights, Euwe variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. g1-f3 c7-c5 5. d4-d5 f6-e4,rnbqk2r/pp1p1ppp/4p3/2pP4/1bP1n3/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 1 6
E22,Nimzo-Indian: Spielmann variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. d1-b3,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/1QN5/PP2PPPP/R1B1KBNR b KQkq - 3 4
E23,"Nimzo-Indian: Spielmann, 4...c5, 5.dc Nc6",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. d1-b3 c7-c5 5. d4-c5 b8-c6,r1bqk2r/pp1p1ppp/2n1pn2/2P5/1bP5/1QN5/PP2PPPP/R1B1KBNR w KQkq - 1 6
E23,"Nimzo-Indian: Spielmann, Karlsbad variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. d1-b3 c7-c5 5. d4-c5 b8-c6 6. g1-f3 f6-e4 7. c1-d2 e4-d2,r1bqk2r/pp1p1ppp/2n1p3/2P5/1bP5/1QN2N2/PP1nPPPP/R3KB1R w KQkq - 0 8
E23,"Nimzo-Indian: Spielmann, San Remo variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. d1-b3 c7-c5 5. d4-c5 b8-c6 6. g1-f3 f6-e4 7. c1-d2 e4-c5,r1bqk2r/pp1p1ppp/2n1p3/2n5/1bP5/1QN2N2/PP1BPPPP/R3KB1R w KQkq - 0 8
E23,"Nimzo-Indian: Spielmann, Staahlberg variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. d1-b3 c7-c5 5. d4-c5 b8-c6 6. g1-f3 f6-e4 7. c1-d2 e4-c5 8. b3-c2 f7-f5 9. g2-g3,r1bqk2r/pp1p2pp/2n1p3/2n2p2/1bP5/2N2NP1/PPQBPP1P/R3KB1R b KQkq - 0 9
E24,Nimzo-Indian: Saemisch variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. a2-a3 b4-c3 5. b2-c3,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1P5/4PPPP/R1BQKBNR b KQkq - 0 5
E24,"Nimzo-Indian: Saemisch, Botvinnik variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. a2-a3 b4-c3 5. b2-c3 c7-c5 6. f2-f3 d7-d5 7. e2-e3 0--0 8. c4-d5 f6-d5,rnbq1rk1/pp3ppp/4p3/2pn4/3P4/P1P1PP2/6PP/R1BQKBNR w KQ - 0 9
E25,"Nimzo-Indian: Saemisch, Keres variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. a2-a3 b4-c3 5. b2-c3 c7-c5 6. f2-f3 d7-d5 7. c4-d5 f6-d5 8. d4-c5,rnbqk2r/pp3ppp/4p3/2Pn4/8/P1P2P2/4P1PP/R1BQKBNR b KQkq - 0 8
E25,"Nimzo-Indian: Saemisch, Romanovsky variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. a2-a3 b4-c3 5. b2-c3 c7-c5 6. f2-f3 d7-d5 7. c4-d5 f6-d5 8. d4-c5 f7-f5,rnbqk2r/pp4pp/4p3/2Pn1p2/8/P1P2P2/4P1PP/R1BQKBNR w KQkq - 0 9
E26,"Nimzo-Indian: Saemisch, O'Kelly variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. a2-a3 b4-c3 5. b2-c3 c7-c5 6. e2-e3 b7-b6,rnbqk2r/p2p1ppp/1p2pn2/2p5/2PP4/P1P1P3/5PPP/R1BQKBNR w KQkq - 0 7
E26,"Nimzo-Indian: Saemisch, O'Kelly variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. a2-a3 b4-c3 5. b2-c3 c7-c5 6. e2-e3 b7-b6,rnbqk2r/p2p1ppp/1p2pn2/2p5/2PP4/P1P1P3/5PPP/R1BQKBNR w KQkq - 0 7
E29,"Nimzo-Indian: Saemisch, main line",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. a2-a3 b4-c3 5. b2-c3 0--0 6. e2-e3 c7-c5 7. f1-d3 b8-c6,r1bq1rk1/pp1p1ppp/2n1pn2/2p5/2PP4/P1PBP3/5PPP/R1BQK1NR w KQ - 2 8
E29,"Nimzo-Indian: Saemisch, Capablanca variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. a2-a3 b4-c3 5. b2-c3 0--0 6. e2-e3 c7-c5 7. f1-d3 b8-c6 8. g1-e2 b7-b6 9. e3-e4 f6-e8,r1bqnrk1/p2p1ppp/1pn1p3/2p5/2PPP3/P1PB4/4NPPP/R1BQK2R w KQ - 1 10
E30,Nimzo-Indian: Leningrad variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. c1-g5,rnbqk2r/pppp1ppp/4pn2/6B1/1bPP4/2N5/PP2PPPP/R2QKBNR b KQkq - 3 4
E30,"Nimzo-Indian: Leningrad, ...b5 gambit",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. c1-g5 h7-h6 5. g5-h4 c7-c5 6. d4-d5 b7-b5,rnbqk2r/p2p1pp1/4pn1p/1ppP4/1bP4B/2N5/PP2PPPP/R2QKBNR w KQkq - 0 7
E31,"Nimzo-Indian: Leningrad, main line",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. c1-g5 h7-h6 5. g5-h4 c7-c5 6. d4-d5 d7-d6,rnbqk2r/pp3pp1/3ppn1p/2pP4/1bP4B/2N5/PP2PPPP/R2QKBNR w KQkq - 0 7
E32,Nimzo-Indian: classical variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. d1-c2,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PPQ1PPPP/R1B1KBNR b KQkq - 3 4
E32,"Nimzo-Indian: classical, Adorjan gambit",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. d1-c2 0--0 5. a2-a3 b4-c3 6. c2-c3 b7-b5,rnbq1rk1/p1pp1ppp/4pn2/1p6/2PP4/P1Q5/1P2PPPP/R1B1KBNR w KQ - 0 7
E33,"Nimzo-Indian: classical, 4...Nc6",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. d1-c2 b8-c6,r1bqk2r/pppp1ppp/2n1pn2/8/1bPP4/2N5/PPQ1PPPP/R1B1KBNR w KQkq - 4 5
E33,"Nimzo-Indian: classical, Milner-Barry (Zurich) variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. d1-c2 b8-c6 5. g1-f3 d7-d6,r1bqk2r/ppp2ppp/2nppn2/8/1bPP4/2N2N2/PPQ1PPPP/R1B1KB1R w KQkq - 0 6
E34,"Nimzo-Indian: classical, Noa variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. d1-c2 d7-d5,rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/2N5/PPQ1PPPP/R1B1KBNR w KQkq - 0 5
E35,"Nimzo-Indian: classical, Noa variation, 5.cd ed",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. d1-c2 d7-d5 5. c4-d5 e6-d5,rnbqk2r/ppp2ppp/5n2/3p4/1b1P4/2N5/PPQ1PPPP/R1B1KBNR w KQkq - 0 6
E36,"Nimzo-Indian: classical, Noa variation, 5.a3",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. d1-c2 d7-d5 5. a2-a3,rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/P1N5/1PQ1PPPP/R1B1KBNR b KQkq - 0 5
E36,"Nimzo-Indian: classical, Botvinnik variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. d1-c2 d7-d5 5. a2-a3 b4-c3 6. c2-c3 b8-c6,r1bqk2r/ppp2ppp/2n1pn2/3p4/2PP4/P1Q5/1P2PPPP/R1B1KBNR w KQkq - 1 7
E36,"Nimzo-Indian: classical, Noa variation, main line",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. d1-c2 d7-d5 5. a2-a3 b4-c3 6. c2-c3 f6-e4,rnbqk2r/ppp2ppp/4p3/3p4/2PPn3/P1Q5/1P2PPPP/R1B1KBNR w KQkq - 1 7
E37,"Nimzo-Indian: classical, Noa variation, main line, 7.Qc2",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. d1-c2 d7-d5 5. a2-a3 b4-c3 6. c2-c3 f6-e4 7. c3-c2,rnbqk2r/ppp2ppp/4p3/3p4/2PPn3/P7/1PQ1PPPP/R1B1KBNR b KQkq - 2 7
E37,"Nimzo-Indian: classical, San Remo variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. d1-c2 d7-d5 5. a2-a3 b4-c3 6. c2-c3 f6-e4 7. c3-c2 b8-c6 8. e2-e3 e6-e5,r1bqk2r/ppp2ppp/2n5/3pp3/2PPn3/P3P3/1PQ2PPP/R1B1KBNR w KQkq - 0 9
E38,"Nimzo-Indian: classical, 4...c5",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. d1-c2 c7-c5,rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N5/PPQ1PPPP/R1B1KBNR w KQkq - 0 5
E39,"Nimzo-Indian: classical, Pirc variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. d1-c2 c7-c5 5. d4-c5 0--0,rnbq1rk1/pp1p1ppp/4pn2/2P5/1bP5/2N5/PPQ1PPPP/R1B1KBNR w KQ - 1 6
E40,Nimzo-Indian: 4.e3,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. e2-e3,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR b KQkq - 0 4
E40,"Nimzo-Indian: 4.e3, Taimanov variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. e2-e3 b8-c6,r1bqk2r/pppp1ppp/2n1pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 1 5
E41,Nimzo-Indian: 4.e3 c5,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. e2-e3 c7-c5,rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 5
E41,"Nimzo-Indian: e3, Huebner variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. e2-e3 c7-c5 5. f1-d3 b8-c6 6. g1-f3 b4-c3 7. b2-c3 d7-d6,r1bqk2r/pp3ppp/2nppn2/2p5/2PP4/2PBPN2/P4PPP/R1BQK2R w KQkq - 0 8
E42,"Nimzo-Indian: 4.e3 c5, 5.Ne2 (Rubinstein)",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. e2-e3 c7-c5 5. g1-e2,rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N1P3/PP2NPPP/R1BQKB1R b KQkq - 1 5
E43,Nimzo-Indian: Fischer variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. e2-e3 b7-b6,rnbqk2r/p1pp1ppp/1p2pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 5
E44,"Nimzo-Indian: Fischer variation, 5.Ne2",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. e2-e3 b7-b6 5. g1-e2,rnbqk2r/p1pp1ppp/1p2pn2/8/1bPP4/2N1P3/PP2NPPP/R1BQKB1R b KQkq - 1 5
E45,"Nimzo-Indian: 4.e3, Bronstein (Byrne) variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. e2-e3 b7-b6 5. g1-e2 c8-a6,rn1qk2r/p1pp1ppp/bp2pn2/8/1bPP4/2N1P3/PP2NPPP/R1BQKB1R w KQkq - 2 6
E46,Nimzo-Indian: 4.e3 O-O,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. e2-e3 0--0,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQ - 1 5
E46,Nimzo-Indian: Reshevsky variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. e2-e3 0--0 5. g1-e2,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP2NPPP/R1BQKB1R b KQ - 2 5
E46,Nimzo-Indian: Simagin variation,1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. e2-e3 0--0 5. g1-e2 d7-d5 6. a2-a3 b4-d6,rnbq1rk1/ppp2ppp/3bpn2/3p4/2PP4/P1N1P3/1P2NPPP/R1BQKB1R w KQ - 1 7
E47,"Nimzo-Indian: 4.e3 O-O, 5.Bd3",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. e2-e3 0--0 5. f1-d3,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2NBP3/PP3PPP/R1BQK1NR b KQ - 2 5
E48,"Nimzo-Indian: 4.e3 O-O, 5.Bd3 d5",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. e2-e3 0--0 5. f1-d3 d7-d5,rnbq1rk1/ppp2ppp/4pn2/3p4/1bPP4/2NBP3/PP3PPP/R1BQK1NR w KQ - 0 6
E49,"Nimzo-Indian: 4.e3, Botvinnik system",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. e2-e3 0--0 5. f1-d3 d7-d5 6. a2-a3 b4-c3 7. b2-c3,rnbq1rk1/ppp2ppp/4pn2/3p4/2PP4/P1PBP3/5PPP/R1BQK1NR b KQ - 0 7
E50,"Nimzo-Indian: 4.e3 e8g8, 5.Nf3, without ...d5",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. e2-e3 0--0 5. g1-f3,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1PN2/PP3PPP/R1BQKB1R b KQ - 2 5
E51,"Nimzo-Indian: 4.e3 e8g8, 5.Nf3 d7d5",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. e2-e3 0--0 5. g1-f3 d7-d5,rnbq1rk1/ppp2ppp/4pn2/3p4/1bPP4/2N1PN2/PP3PPP/R1BQKB1R w KQ - 0 6
E51,"Nimzo-Indian: 4.e3, Ragozin variation",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. e2-e3 0--0 5. g1-f3 d7-d5 6. f1-d3 b8-c6 7. 0--0 d5-c4,r1bq1rk1/ppp2ppp/2n1pn2/8/1bpP4/2NBPN2/PP3PPP/R1BQ1RK1 w - - 0 8
E52,"Nimzo-Indian: 4.e3, main line with ...b6",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. e2-e3 0--0 5. g1-f3 d7-d5 6. f1-d3 b7-b6,rnbq1rk1/p1p2ppp/1p2pn2/3p4/1bPP4/2NBPN2/PP3PPP/R1BQK2R w KQ - 0 7
E53,"Nimzo-Indian: 4.e3, main line with ...c5",1. d2-d4 g8-f6 2. c2-c4 e7-e6 3. b1-c3 f8-b4 4. e2-e3 0--0 5. g1-f3 d7-d5 6. f1-d3 c7-c5,rnbq1rk1/pp3ppp/4pn2/2pp4/1bPP4/2NBPN2/PP3PPP/R1BQK2R w KQ - 0 7
