eco_num,name,moves,FEN
C17,"French: Winawer, advance, Bogolyubov variation",1. e2-e4 e7-e6 2. d2-d4 d7-d5 3. b1-c3 f8-b4 4. e4-e5 c7-c5 5. c1-d2,rnbqk1nr/pp3ppp/4p3/2ppP3/1b1P4/2N5/PPPB1PPP/R2QKBNR b KQkq - 1 5
C17,"French: Winawer, advance, Russian variation",1. e2-e4 e7-e6 2. d2-d4 d7-d5 3. b1-c3 f8-b4 4. e4-e5 c7-c5 5. d1-g4,rnbqk1nr/pp3ppp/4p3/2ppP3/1b1P2Q1/2N5/PPP2PPP/R1B1KBNR b KQkq - 1 5
C17,"French: Winawer, advance, 5.a3",1. e2-e4 e7-e6 2. d2-d4 d7-d5 3. b1-c3 f8-b4 4. e4-e5 c7-c5 5. a2-a3,rnbqk1nr/pp3ppp/4p3/2ppP3/1b1P4/P1N5/1PP2PPP/R1BQKBNR b KQkq - 0 5
C17,"French: Winawer, advance, Rauzer variation",1. e2-e4 e7-e6 2. d2-d4 d7-d5 3. b1-c3 f8-b4 4. e4-e5 c7-c5 5. a2-a3 c5-d4 6. a3-b4 d4-c3 7. g1-f3,rnbqk1nr/pp3ppp/4p3/3pP3/1P6/2p2N2/1PP2PPP/R1BQKB1R b KQkq - 1 7
C18,"French: Winawer, classical variation",1. e2-e4 e7-e6 2. d2-d4 d7-d5 3. b1-c3 f8-b4 4. e4-e5 c7-c5 5. a2-a3 b4-c3 6. b2-c3 d8-c7,rnb1k1nr/ppq2ppp/4p3/2ppP3/3P4/P1P5/2P2PPP/R1BQKBNR w KQkq - 1 7
C19,"French: Winawer, advance, 6...Ne7",1. e2-e4 e7-e6 2. d2-d4 d7-d5 3. b1-c3 f8-b4 4. e4-e5 c7-c5 5. a2-a3 b4-c3 6. b2-c3 g8-e7,rnbqk2r/pp2nppp/4p3/2ppP3/3P4/P1P5/2P2PPP/R1BQKBNR w KQkq - 1 7
C19,"French: Winawer, advance, Smyslov variation",1. e2-e4 e7-e6 2. d2-d4 d7-d5 3. b1-c3 f8-b4 4. e4-e5 c7-c5 5. a2-a3 b4-c3 6. b2-c3 g8-e7 7. a3-a4,rnbqk2r/pp2nppp/4p3/2ppP3/P2P4/2P5/2P2PPP/R1BQKBNR b KQkq - 0 7
C19,"French: Winawer, advance, positional main line",1. e2-e4 e7-e6 2. d2-d4 d7-d5 3. b1-c3 f8-b4 4. e4-e5 c7-c5 5. a2-a3 b4-c3 6. b2-c3 g8-e7 7. g1-f3,rnbqk2r/pp2nppp/4p3/2ppP3/3P4/P1P2N2/2P2PPP/R1BQKB1R b KQkq - 2 7
C19,"French: Winawer, advance, poisoned pawn variation",1. e2-e4 e7-e6 2. d2-d4 d7-d5 3. b1-c3 f8-b4 4. e4-e5 c7-c5 5. a2-a3 b4-c3 6. b2-c3 g8-e7 7. d1-g4,rnbqk2r/pp2nppp/4p3/2ppP3/3P2Q1/P1P5/2P2PPP/R1B1KBNR b KQkq - 2 7
C19,"French: Winawer, advance, poisoned pawn, Euwe-Gligoric variation",1. e2-e4 e7-e6 2. d2-d4 d7-d5 3. b1-c3 f8-b4 4. e4-e5 c7-c5 5. a2-a3 b4-c3 6. b2-c3 g8-e7 7. d1-g4 d8-c7 8. g4-g7 h8-g8 9. g7-h7 c5-d4 10. e1-d1,rnb1k1r1/ppq1np1Q/4p3/3pP3/3p4/P1P5/2P2PPP/R1BK1BNR b q - 1 10
C19,"French: Winawer, advance, poisoned pawn, Konstantinopolsky variation",1. e2-e4 e7-e6 2. d2-d4 d7-d5 3. b1-c3 f8-b4 4. e4-e5 c7-c5 5. a2-a3 b4-c3 6. b2-c3 g8-e7 7. d1-g4 d8-c7 8. g4-g7 h8-g8 9. g7-h7 c5-d4 10. g1-e2,rnb1k1r1/ppq1np1Q/4p3/3pP3/3p4/P1P5/2P1NPPP/R1B1KB1R b KQq - 1 10
C20,KP: Indian opening,1. e2-e4 e7-e5 2. d2-d3,rnbqkbnr/pppp1ppp/8/4p3/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq - 0 2
C20,KP: Mengarini's opening,1. e2-e4 e7-e5 2. a2-a3,rnbqkbnr/pppp1ppp/8/4p3/4P3/P7/1PPP1PPP/RNBQKBNR b KQkq - 0 2
C20,KP: King's head opening,1. e2-e4 e7-e5 2. f2-f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5P2/PPPP2PP/RNBQKBNR b KQkq - 0 2
C20,Начало Патцера,1. e2-e4 e7-e5 2. d1-h5,rnbqkbnr/pppp1ppp/8/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 1 2
C20,KP: Napoleon's opening,1. e2-e4 e7-e5 2. d1-f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5Q2/PPPP1PPP/RNB1KBNR b KQkq - 1 2
C20,KP: Lopez opening,1. e2-e4 e7-e5 2. c2-c3,rnbqkbnr/pppp1ppp/8/4p3/4P3/2P5/PP1P1PPP/RNBQKBNR b KQkq - 0 2
C20,Alapin's opening,1. e2-e4 e7-e5 2. g1-e2,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPPNPPP/RNBQKB1R b KQkq - 1 2
C20,KP: Mengarini's opening,1. e2-e4 e7-e5 2. a2-a3,rnbqkbnr/pppp1ppp/8/4p3/4P3/P7/1PPP1PPP/RNBQKBNR b KQkq - 0 2
C20,KP: King's head opening,1. e2-e4 e7-e5 2. f2-f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5P2/PPPP2PP/RNBQKBNR b KQkq - 0 2
C20,KP: Napoleon's opening,1. e2-e4 e7-e5 2. d1-f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5Q2/PPPP1PPP/RNB1KBNR b KQkq - 1 2
C20,Королевская пешечная игра,1. e2-e4 e7-e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2
C20,KP: Mengarini's opening,1. e2-e4 e7-e5 2. a2-a3,rnbqkbnr/pppp1ppp/8/4p3/4P3/P7/1PPP1PPP/RNBQKBNR b KQkq - 0 2
C20,KP: King's head opening,1. e2-e4 e7-e5 2. f2-f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5P2/PPPP2PP/RNBQKBNR b KQkq - 0 2
C20,KP: Napoleon's opening,1. e2-e4 e7-e5 2. d1-f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5Q2/PPPP1PPP/RNB1KBNR b KQkq - 1 2
C21,Centre game,1. e2-e4 e7-e5 2. d2-d4 e5-d4,rnbqkbnr/pppp1ppp/8/8/3pP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3
C21,"Centre game, Kieseritsky variation",1. e2-e4 e7-e5 2. d2-d4 e5-d4 3. g1-f3 c7-c5 4. f1-c4 b7-b5,rnbqkbnr/p2p1ppp/8/1pp5/2BpP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 5
C21,Halasz gambit,1. e2-e4 e7-e5 2. d2-d4 e5-d4 3. f2-f4,rnbqkbnr/pppp1ppp/8/8/3pPP2/8/PPP3PP/RNBQKBNR b KQkq - 0 3
C21,Danish gambit,1. e2-e4 e7-e5 2. d2-d4 e5-d4 3. c2-c3,rnbqkbnr/pppp1ppp/8/8/3pP3/2P5/PP3PPP/RNBQKBNR b KQkq - 0 3
C21,Danish gambit: Collijn defence,1. e2-e4 e7-e5 2. d2-d4 e5-d4 3. c2-c3 d4-c3 4. f1-c4 c3-b2 5. c1-b2 d8-e7,rnb1kbnr/ppppqppp/8/8/2B1P3/8/PB3PPP/RN1QK1NR w KQkq - 1 6
C21,Danish gambit: Schlechter defence,1. e2-e4 e7-e5 2. d2-d4 e5-d4 3. c2-c3 d4-c3 4. f1-c4 c3-b2 5. c1-b2 d7-d5,rnbqkbnr/ppp2ppp/8/3p4/2B1P3/8/PB3PPP/RN1QK1NR w KQkq - 0 6
C21,Danish gambit: Soerensen defence,1. e2-e4 e7-e5 2. d2-d4 e5-d4 3. c2-c3 d7-d5,rnbqkbnr/ppp2ppp/8/3p4/3pP3/2P5/PP3PPP/RNBQKBNR w KQkq - 0 4
C22,Centre game: Paulsen attack,1. e2-e4 e7-e5 2. d2-d4 e5-d4 3. d1-d4 b8-c6 4. d4-e3,r1bqkbnr/pppp1ppp/2n5/8/4P3/4Q3/PPP2PPP/RNB1KBNR b KQkq - 2 4
C22,Centre game: Charousek variation,1. e2-e4 e7-e5 2. d2-d4 e5-d4 3. d1-d4 b8-c6 4. d4-e3 f8-b4 5. c2-c3 b4-e7,r1bqk1nr/ppppbppp/2n5/8/4P3/2P1Q3/PP3PPP/RNB1KBNR w KQkq - 1 6
C22,Centre game: l'Hermet variation,1. e2-e4 e7-e5 2. d2-d4 e5-d4 3. d1-d4 b8-c6 4. d4-e3 f7-f5,r1bqkbnr/pppp2pp/2n5/5p2/4P3/4Q3/PPP2PPP/RNB1KBNR w KQkq - 0 5
C22,Centre game: Berger variation,1. e2-e4 e7-e5 2. d2-d4 e5-d4 3. d1-d4 b8-c6 4. d4-e3 g8-f6,r1bqkb1r/pppp1ppp/2n2n2/8/4P3/4Q3/PPP2PPP/RNB1KBNR w KQkq - 3 5
C22,Centre game: Kupreichik variation,1. e2-e4 e7-e5 2. d2-d4 e5-d4 3. d1-d4 b8-c6 4. d4-e3 g8-f6 5. b1-c3 f8-b4 6. c1-d2 0--0 7. 0--0- f8-e8 8. f1-c4 d7-d6 9. g1-h3,r1bqr1k1/ppp2ppp/2np1n2/8/1bB1P3/2N1Q2N/PPPB1PPP/2KR3R b - - 1 9
C22,Centre game: Hall variation,1. e2-e4 e7-e5 2. d2-d4 e5-d4 3. d1-d4 b8-c6 4. d4-c4,r1bqkbnr/pppp1ppp/2n5/8/2Q1P3/8/PPP2PPP/RNB1KBNR b KQkq - 2 4
C23,Дебют Слона,1. e2-e4 e7-e5 2. f1-c4,rnbqkbnr/pppp1ppp/8/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2
C23,Bishop's opening: Philidor counter-attack,1. e2-e4 e7-e5 2. f1-c4 c7-c6,rnbqkbnr/pp1p1ppp/2p5/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3
C23,Bishop's opening: Lisitsyn variation,1. e2-e4 e7-e5 2. f1-c4 c7-c6 3. d2-d4 d7-d5 4. e4-d5 c6-d5 5. c4-b5 c8-d7 6. b5-d7 b8-d7 7. d4-e5 d7-e5 8. g1-e2,r2qkbnr/pp3ppp/8/3pn3/8/8/PPP1NPPP/RNBQK2R b KQkq - 1 8
C23,Bishop's opening: Calabrese counter-gambit,1. e2-e4 e7-e5 2. f1-c4 f7-f5,rnbqkbnr/pppp2pp/8/4pp2/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3
C23,"Bishop's opening: Calabrese counter-gambit, Jaenisch variation",1. e2-e4 e7-e5 2. f1-c4 f7-f5 3. d2-d3,rnbqkbnr/pppp2pp/8/4pp2/2B1P3/3P4/PPP2PPP/RNBQK1NR b KQkq - 0 3
C23,Bishop's opening: Classical variation,1. e2-e4 e7-e5 2. f1-c4 f8-c5,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3
C23,Bishop's opening: Lopez gambit,1. e2-e4 e7-e5 2. f1-c4 f8-c5 3. d1-e2 b8-c6 4. c2-c3 g8-f6 5. f2-f4,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1PP2/2P5/PP1PQ1PP/RNB1K1NR b KQkq - 0 5
C23,Bishop's opening: Philidor variation,1. e2-e4 e7-e5 2. f1-c4 f8-c5 3. c2-c3,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/2P5/PP1P1PPP/RNBQK1NR b KQkq - 0 3
C23,Bishop's opening: Pratt variation,1. e2-e4 e7-e5 2. f1-c4 f8-c5 3. c2-c3 g8-f6 4. d2-d4 e5-d4 5. e4-e5 d7-d5 6. e5-f6 d5-c4 7. d1-h5 0--0,rnbq1rk1/ppp2ppp/5P2/2b4Q/2pp4/2P5/PP3PPP/RNB1K1NR w KQ - 2 8
C23,Bishop's opening: Lewis counter-gambit,1. e2-e4 e7-e5 2. f1-c4 f8-c5 3. c2-c3 d7-d5,rnbqk1nr/ppp2ppp/8/2bpp3/2B1P3/2P5/PP1P1PPP/RNBQK1NR w KQkq - 0 4
C23,Bishop's opening: del Rio variation,1. e2-e4 e7-e5 2. f1-c4 f8-c5 3. c2-c3 d8-g5,rnb1k1nr/pppp1ppp/8/2b1p1q1/2B1P3/2P5/PP1P1PPP/RNBQK1NR w KQkq - 1 4
C23,Bishop's opening: Lewis gambit,1. e2-e4 e7-e5 2. f1-c4 f8-c5 3. d2-d4,rnbqk1nr/pppp1ppp/8/2b1p3/2BPP3/8/PPP2PPP/RNBQK1NR b KQkq - 0 3
C23,Bishop's opening: Wing gambit,1. e2-e4 e7-e5 2. f1-c4 f8-c5 3. b2-b4,rnbqk1nr/pppp1ppp/8/2b1p3/1PB1P3/8/P1PP1PPP/RNBQK1NR b KQkq - 0 3
C23,Bishop's opening: MacDonnell double gambit,1. e2-e4 e7-e5 2. f1-c4 f8-c5 3. b2-b4 c5-b4 4. f2-f4,rnbqk1nr/pppp1ppp/8/4p3/1bB1PP2/8/P1PP2PP/RNBQK1NR b KQkq - 0 4
C23,Bishop's opening: Four pawns' gambit,1. e2-e4 e7-e5 2. f1-c4 f8-c5 3. b2-b4 c5-b4 4. f2-f4 e5-f4 5. g1-f3 b4-e7 6. d2-d4 e7-h4 7. g2-g3 f4-g3 8. 0--0 g3-h2 9. g1-h1,rnbqk1nr/pppp1ppp/8/8/2BPP2b/5N2/P1P4p/RNBQ1R1K b kq - 1 9
C24,Дебют Слона. Берлинская защита,1. e2-e4 e7-e5 2. f1-c4 g8-f6,rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3
C24,Bishop's opening: Greco gambit,1. e2-e4 e7-e5 2. f1-c4 g8-f6 3. f2-f4,rnbqkb1r/pppp1ppp/5n2/4p3/2B1PP2/8/PPPP2PP/RNBQK1NR b KQkq - 0 3
C24,Bishop's opening: Ponziani gambit,1. e2-e4 e7-e5 2. f1-c4 g8-f6 3. d2-d4,rnbqkb1r/pppp1ppp/5n2/4p3/2BPP3/8/PPP2PPP/RNBQK1NR b KQkq - 0 3
C24,Bishop's opening: Urusov gambit,1. e2-e4 e7-e5 2. f1-c4 g8-f6 3. d2-d4 e5-d4 4. g1-f3,rnbqkb1r/pppp1ppp/5n2/8/2BpP3/5N2/PPP2PPP/RNBQK2R b KQkq - 1 4
C24,"Bishop's opening: Urusov gambit, Panov variation",1. e2-e4 e7-e5 2. f1-c4 g8-f6 3. d2-d4 e5-d4 4. g1-f3 d7-d5 5. e4-d5 f8-b4 6. c2-c3 d8-e7,rnb1k2r/ppp1qppp/5n2/3P4/1bBp4/2P2N2/PP3PPP/RNBQK2R w KQkq - 1 7
C25,Венская партия,1. e2-e4 e7-e5 2. b1-c3,rnbqkbnr/pppp1ppp/8/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2
C25,Vienna: Zhuravlev countergambit,1. e2-e4 e7-e5 2. b1-c3 f8-b4 3. d1-g4 g8-f6,rnbqk2r/pppp1ppp/5n2/4p3/1b2P1Q1/2N5/PPPP1PPP/R1B1KBNR w KQkq - 4 4
C25,"Vienna game, Max Lange defence",1. e2-e4 e7-e5 2. b1-c3 b8-c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3
C25,Vienna: Paulsen variation,1. e2-e4 e7-e5 2. b1-c3 b8-c6 3. g2-g3,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N3P1/PPPP1P1P/R1BQKBNR b KQkq - 0 3
C25,Vienna: Fyfe gambit,1. e2-e4 e7-e5 2. b1-c3 b8-c6 3. d2-d4,r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 3
C25,Vienna gambit,1. e2-e4 e7-e5 2. b1-c3 b8-c6 3. f2-f4,r1bqkbnr/pppp1ppp/2n5/4p3/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq - 0 3
C25,Vienna: Steinitz gambit,1. e2-e4 e7-e5 2. b1-c3 b8-c6 3. f2-f4 e5-f4 4. d2-d4,r1bqkbnr/pppp1ppp/2n5/8/3PPp2/2N5/PPP3PP/R1BQKBNR b KQkq - 0 4
C25,"Vienna: Steinitz gambit, Zukertort defence",1. e2-e4 e7-e5 2. b1-c3 b8-c6 3. f2-f4 e5-f4 4. d2-d4 d8-h4 5. e1-e2 d7-d5,r1b1kbnr/ppp2ppp/2n5/3p4/3PPp1q/2N5/PPP1K1PP/R1BQ1BNR w kq - 0 6
C25,"Vienna: Steinitz gambit, Fraser-Minckwitz variation",1. e2-e4 e7-e5 2. b1-c3 b8-c6 3. f2-f4 e5-f4 4. d2-d4 d8-h4 5. e1-e2 b7-b6,r1b1kbnr/p1pp1ppp/1pn5/8/3PPp1q/2N5/PPP1K1PP/R1BQ1BNR w kq - 0 6
C25,Vienna: Hamppe-Allgaier gambit,1. e2-e4 e7-e5 2. b1-c3 b8-c6 3. f2-f4 e5-f4 4. g1-f3 g7-g5 5. h2-h4 g5-g4 6. f3-g5,r1bqkbnr/pppp1p1p/2n5/6N1/4PppP/2N5/PPPP2P1/R1BQKB1R b KQkq - 1 6
C25,"Vienna: Hamppe-Allgaier gambit, Alapin variation",1. e2-e4 e7-e5 2. b1-c3 b8-c6 3. f2-f4 e5-f4 4. g1-f3 g7-g5 5. h2-h4 g5-g4 6. f3-g5 d7-d6,r1bqkbnr/ppp2p1p/2np4/6N1/4PppP/2N5/PPPP2P1/R1BQKB1R w KQkq - 0 7
C25,Vienna: Hamppe-Muzio gambit,1. e2-e4 e7-e5 2. b1-c3 b8-c6 3. f2-f4 e5-f4 4. g1-f3 g7-g5 5. f1-c4 g5-g4 6. 0--0,r1bqkbnr/pppp1p1p/2n5/8/2B1Ppp1/2N2N2/PPPP2PP/R1BQ1RK1 b kq - 1 6
C25,"Vienna: Hamppe-Muzio, Dubois variation",1. e2-e4 e7-e5 2. b1-c3 b8-c6 3. f2-f4 e5-f4 4. g1-f3 g7-g5 5. f1-c4 g5-g4 6. 0--0 g4-f3 7. d1-f3 c6-e5 8. f3-f4 d8-f6,r1b1kbnr/pppp1p1p/5q2/4n3/2B1PQ2/2N5/PPPP2PP/R1B2RK1 w kq - 1 9
C25,Vienna: Pierce gambit,1. e2-e4 e7-e5 2. b1-c3 b8-c6 3. f2-f4 e5-f4 4. g1-f3 g7-g5 5. d2-d4,r1bqkbnr/pppp1p1p/2n5/6p1/3PPp2/2N2N2/PPP3PP/R1BQKB1R b KQkq - 0 5
C25,"Vienna: Pierce gambit, Rushmere attack",1. e2-e4 e7-e5 2. b1-c3 b8-c6 3. f2-f4 e5-f4 4. g1-f3 g7-g5 5. d2-d4 g5-g4 6. f1-c4 g4-f3 7. 0--0 d7-d5 8. e4-d5 c8-g4 9. d5-c6,r2qkbnr/ppp2p1p/2P5/8/2BP1pb1/2N2p2/PPP3PP/R1BQ1RK1 b kq - 0 9
C26,Vienna: Falkbeer variation,1. e2-e4 e7-e5 2. b1-c3 g8-f6,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3
C26,Vienna: Mengarini variation,1. e2-e4 e7-e5 2. b1-c3 g8-f6 3. a2-a3,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/P1N5/1PPP1PPP/R1BQKBNR b KQkq - 0 3
C26,Vienna: Paulsen-Mieses variation,1. e2-e4 e7-e5 2. b1-c3 g8-f6 3. g2-g3,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N3P1/PPPP1P1P/R1BQKBNR b KQkq - 0 3
C27,Vienna: `Frankenstein-Dracula' variation,1. e2-e4 e7-e5 2. b1-c3 g8-f6 3. f1-c4 f6-e4 4. d1-h5 e4-d6 5. c4-b3 b8-c6 6. c3-b5 g7-g6 7. h5-f3 f7-f5 8. f3-d5 d8-e7 9. b5-c7 e8-d8 10. c7-a8 b7-b6,N1bk1b1r/p2pq2p/1pnn2p1/3Qpp2/8/1B6/PPPP1PPP/R1B1K1NR w KQ - 0 11
C27,Vienna: Adams' gambit,1. e2-e4 e7-e5 2. b1-c3 g8-f6 3. f1-c4 f6-e4 4. d1-h5 e4-d6 5. c4-b3 b8-c6 6. d2-d4,r1bqkb1r/pppp1ppp/2nn4/4p2Q/3P4/1BN5/PPP2PPP/R1B1K1NR b KQkq - 0 6
C27,Vienna: Alekhine variation,1. e2-e4 e7-e5 2. b1-c3 g8-f6 3. f1-c4 f6-e4 4. d1-h5 e4-d6 5. c4-b3 f8-e7 6. g1-f3 b8-c6 7. f3-e5,r1bqk2r/ppppbppp/2nn4/4N2Q/8/1BN5/PPPP1PPP/R1B1K2R b KQkq - 0 7
C27,Boden-Kieseritsky gambit,1. e2-e4 e7-e5 2. b1-c3 g8-f6 3. f1-c4 f6-e4 4. g1-f3,rnbqkb1r/pppp1ppp/8/4p3/2B1n3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4
C27,Boden-Kieseritsky gambit: Lichtenhein defence,1. e2-e4 e7-e5 2. b1-c3 g8-f6 3. f1-c4 f6-e4 4. g1-f3 d7-d5,rnbqkb1r/ppp2ppp/8/3pp3/2B1n3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
C29,Vienna gambit: Kaufmann variation,1. e2-e4 e7-e5 2. b1-c3 g8-f6 3. f2-f4 d7-d5 4. f4-e5 f6-e4 5. g1-f3 c8-g4 6. d1-e2,rn1qkb1r/ppp2ppp/8/3pP3/4n1b1/2N2N2/PPPPQ1PP/R1B1KB1R b KQkq - 3 6
C29,Vienna gambit: Breyer variation,1. e2-e4 e7-e5 2. b1-c3 g8-f6 3. f2-f4 d7-d5 4. f4-e5 f6-e4 5. g1-f3 f8-e7,rnbqk2r/ppp1bppp/8/3pP3/4n3/2N2N2/PPPP2PP/R1BQKB1R w KQkq - 2 6
C29,Vienna gambit: Paulsen attack,1. e2-e4 e7-e5 2. b1-c3 g8-f6 3. f2-f4 d7-d5 4. f4-e5 f6-e4 5. d1-f3,rnbqkb1r/ppp2ppp/8/3pP3/4n3/2N2Q2/PPPP2PP/R1B1KBNR b KQkq - 1 5
C29,Vienna gambit: Bardeleben variation,1. e2-e4 e7-e5 2. b1-c3 g8-f6 3. f2-f4 d7-d5 4. f4-e5 f6-e4 5. d1-f3 f7-f5,rnbqkb1r/ppp3pp/8/3pPp2/4n3/2N2Q2/PPPP2PP/R1B1KBNR w KQkq f6 0 6
C29,Vienna gambit: Heyde variation,1. e2-e4 e7-e5 2. b1-c3 g8-f6 3. f2-f4 d7-d5 4. f4-e5 f6-e4 5. d1-f3 f7-f5 6. d2-d4,rnbqkb1r/ppp3pp/8/3pPp2/3Pn3/2N2Q2/PPP3PP/R1B1KBNR b KQkq - 0 6
C29,"Vienna gambit, Wurzburger trap",1. e2-e4 e7-e5 2. b1-c3 g8-f6 3. f2-f4 d7-d5 4. f4-e5 f6-e4 5. d2-d3 d8-h4 6. g2-g3 e4-g3 7. g1-f3 h4-h5 8. c3-d5,rnb1kb1r/ppp2ppp/8/3NP2q/8/3P1Nn1/PPP4P/R1BQKB1R b KQkq - 0 8
C29,"Vienna gambit, Steinitz variation",1. e2-e4 e7-e5 2. b1-c3 g8-f6 3. f2-f4 d7-d5 4. d2-d3,rnbqkb1r/ppp2ppp/5n2/3pp3/4PP2/2NP4/PPP3PP/R1BQKBNR b KQkq - 0 4
C30,Королевский гамбит,1. e2-e4 e7-e5 2. f2-f4,rnbqkbnr/pppp1ppp/8/4p3/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2
C30,KGD: Keene's defence,1. e2-e4 e7-e5 2. f2-f4 d8-h4 3. g2-g3 h4-e7,rnb1kbnr/ppppqppp/8/4p3/4PP2/6P1/PPPP3P/RNBQKBNR w KQkq - 1 4
C30,KGD: Mafia defence,1. e2-e4 e7-e5 2. f2-f4 c7-c5,rnbqkbnr/pp1p1ppp/8/2p1p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq - 0 3
C30,KGD: Norwalde variation,1. e2-e4 e7-e5 2. f2-f4 d8-f6,rnb1kbnr/pppp1ppp/5q2/4p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq - 1 3
C30,"KGD: Norwalde variation, Buecker gambit",1. e2-e4 e7-e5 2. f2-f4 d8-f6 3. g1-f3 f6-f4 4. b1-c3 f8-b4 5. f1-c4,rnb1k1nr/pppp1ppp/8/4p3/1bB1Pq2/2N2N2/PPPP2PP/R1BQK2R b KQkq - 3 5
C30,KGD: classical variation,1. e2-e4 e7-e5 2. f2-f4 f8-c5,rnbqk1nr/pppp1ppp/8/2b1p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq - 1 3
C30,"KGD: classical, Svenonius variation",1. e2-e4 e7-e5 2. f2-f4 f8-c5 3. g1-f3 d7-d6 4. b1-c3 g8-f6 5. f1-c4 b8-c6 6. d2-d3 c8-g4 7. h2-h3 g4-f3 8. d1-f3 e5-f4,r2qk2r/ppp2ppp/2np1n2/2b5/2B1Pp2/2NP1Q1P/PPP3P1/R1B1K2R w KQkq - 0 9
C30,"KGD: classical, Hanham variation",1. e2-e4 e7-e5 2. f2-f4 f8-c5 3. g1-f3 d7-d6 4. b1-c3 b8-d7,r1bqk1nr/pppn1ppp/3p4/2b1p3/4PP2/2N2N2/PPPP2PP/R1BQKB1R w KQkq - 2 5
C30,"KGD: classical, 4.c3",1. e2-e4 e7-e5 2. f2-f4 f8-c5 3. g1-f3 d7-d6 4. c2-c3,rnbqk1nr/ppp2ppp/3p4/2b1p3/4PP2/2P2N2/PP1P2PP/RNBQKB1R b KQkq - 0 4
C30,"KGD: classical, Marshall attack",1. e2-e4 e7-e5 2. f2-f4 f8-c5 3. g1-f3 d7-d6 4. c2-c3 c8-g4 5. f4-e5 d6-e5 6. d1-a4,rn1qk1nr/ppp2ppp/8/2b1p3/Q3P1b1/2P2N2/PP1P2PP/RNB1KB1R b KQkq - 1 6
C30,KGD: classical counter-gambit,1. e2-e4 e7-e5 2. f2-f4 f8-c5 3. g1-f3 d7-d6 4. c2-c3 f7-f5,rnbqk1nr/ppp3pp/3p4/2b1pp2/4PP2/2P2N2/PP1P2PP/RNBQKB1R w KQkq - 0 5
C30,"KGD: classical, Reti variation",1. e2-e4 e7-e5 2. f2-f4 f8-c5 3. g1-f3 d7-d6 4. c2-c3 f7-f5 5. f4-e5 d6-e5 6. d2-d4 e5-d4 7. f1-c4,rnbqk1nr/ppp3pp/8/2b2p2/2BpP3/2P2N2/PP4PP/RNBQK2R b KQkq - 1 7
C30,"KGD: classical, Soldatenkov variation",1. e2-e4 e7-e5 2. f2-f4 f8-c5 3. g1-f3 d7-d6 4. f4-e5,rnbqk1nr/ppp2ppp/3p4/2b1P3/4P3/5N2/PPPP2PP/RNBQKB1R b KQkq - 0 4
C30,"KGD: classical, Heath variation",1. e2-e4 e7-e5 2. f2-f4 f8-c5 3. g1-f3 d7-d6 4. b2-b4,rnbqk1nr/ppp2ppp/3p4/2b1p3/1P2PP2/5N2/P1PP2PP/RNBQKB1R b KQkq - 0 4
C30,KGD: 2...Nf6,1. e2-e4 e7-e5 2. f2-f4 g8-f6,rnbqkb1r/pppp1ppp/5n2/4p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq - 1 3
